gene_id,xen_pep_id,xen_gene_symbol,xen_description
PECUL23A054395,ENSXETP00000111073,btbd17,BTB (POZ) domain containing 17 [Source:Xenbase;Acc:XB-GENE-5958973]
PECUL23A054396,ENSXETP00000023852,prpf31,pre-mRNA processing factor 31 [Source:Xenbase;Acc:XB-GENE-489336]
PECUL23A054397,ENSXETP00000002554,eloa,elongin A [Source:Xenbase;Acc:XB-GENE-940370]
PECUL23A054398,ENSXETP00000081156,ythdf1,YTH N(6)-methyladenosine RNA binding protein 1 [Source:Xenbase;Acc:XB-GENE-5943530]
PECUL23A054401,ENSXETP00000017264,,
PECUL23A054405,ENSXETP00000079440,malrd1,plexin domain containing 2 [Source:Xenbase;Acc:XB-GENE-856530]
PECUL23A054408,ENSXETP00000069382,rrs1,ribosome biosis regulator 1 homolog [Source:Xenbase;Acc:XB-GENE-5875601]
PECUL23A054409,ENSXETP00000087980,tmem260,transmembrane protein 260 [Source:Xenbase;Acc:XB-GENE-1011327]
PECUL23A054413,ENSXETP00000102135,pnp,purine nucleoside phosphorylase [Source:Xenbase;Acc:XB-GENE-1011598]
PECUL23A054415,ENSXETP00000032120,tpt1,"tumor protein, translationally-controlled 1 [Source:Xenbase;Acc:XB-GENE-854747]"
PECUL23A054417,ENSXETP00000049784,upk1b,uroplakin 1B [Source:Xenbase;Acc:XB-GENE-988025]
PECUL23A054419,ENSXETP00000059605;ENSXETP00000028085,NA;psmd10,"NA;proteasome 26S subunit, non-ATPase 10 [Source:Xenbase;Acc:XB-GENE-946051]"
PECUL23A054420,ENSXETP00000060046,synj2bp,synaptojanin 2 binding protein [Source:Xenbase;Acc:XB-GENE-954530]
PECUL23A054421,ENSXETP00000089658,XB22065091 [provisional:unc93a],provisional ortholog of unc-93 homolog A [Source:Xenbase;Acc:XB-GENE-22065092]
PECUL23A054423,ENSXETP00000083361,rabgap1l,RAB GTPase activating protein 1-like [Source:Xenbase;Acc:XB-GENE-483580]
PECUL23A054426,ENSXETP00000110862,pcsk9,proprotein convertase subtilisin/kexin type 9 [Source:Xenbase;Acc:XB-GENE-998025]
PECUL23A054430,ENSXETP00000001331,pls1,plastin 1 [Source:Xenbase;Acc:XB-GENE-967638]
PECUL23A054431,ENSXETP00000007435,exosc1,heat shock transcription factor 2 binding protein [Source:Xenbase;Acc:XB-GENE-959661]
PECUL23A054432,ENSXETP00000106428,,
PECUL23A054434,ENSXETP00000099688,tbc1d15,TBC1 domain family member 15 [Source:Xenbase;Acc:XB-GENE-1008350]
PECUL23A054437,ENSXETP00000013131,tigar,cyclin D2 [Source:Xenbase;Acc:XB-GENE-481219]
PECUL23A054440,ENSXETP00000116465,tspan4,tetraspanin 4 [Source:Xenbase;Acc:XB-GENE-958395]
PECUL23A054448,ENSXETP00000016562,bcorl1,BCL6 corepressor like 1 [Source:Xenbase;Acc:XB-GENE-983529]
PECUL23A054449,ENSXETP00000044752,alg11,"ALG11, alpha-1,2-mannosyltransferase [Source:Xenbase;Acc:XB-GENE-5934131]"
PECUL23A054450,ENSXETP00000072701,itsn2,intersectin 2 [Source:Xenbase;Acc:XB-GENE-1012238]
PECUL23A054452,ENSXETP00000103372,dnaaf4,dynein axonemal assembly factor 4 [Source:Xenbase;Acc:XB-GENE-959581]
PECUL23A054456,ENSXETP00000004551,creb3l4,trafficking protein particle complex subunit 10 [Source:Xenbase;Acc:XB-GENE-995093]
PECUL23A054457,ENSXETP00000061013,sycn,syncollin [Source:Xenbase;Acc:XB-GENE-5892881]
PECUL23A054458,ENSXETP00000010653,,
PECUL23A054462,ENSXETP00000107894,,
PECUL23A054463,ENSXETP00000093418,nudt15,nudix hydrolase 15 [Source:Xenbase;Acc:XB-GENE-966320]
PECUL23A054464,ENSXETP00000114021,cga,"glycoprotein hormones, alpha polypeptide [Source:Xenbase;Acc:XB-GENE-478483]"
PECUL23A054467,ENSXETP00000098301,grwd1,glutamate-rich WD repeat containing 1 [Source:Xenbase;Acc:XB-GENE-986093]
PECUL23A054468,ENSXETP00000087350,,
PECUL23A054469,ENSXETP00000119071,,
PECUL23A054470,ENSXETP00000029746,kcnd3,"potassium channel, voltage gated Shal related subfamily D, member 3 [Source:Xenbase;Acc:XB-GENE-5867971]"
PECUL23A054472,ENSXETP00000067779;ENSXETP00000068090,grid2ip;slc5a11,"glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein [Source:Xenbase;Acc:XB-GENE-981804];solute carrier family 5 (sodium/inositol cotransporter), member 11 [Source:Xenbase;Acc:XB-GENE-1010719]"
PECUL23A054474,,,
PECUL23A054475,ENSXETP00000056755,rps4x,ribosomal protein S4 X-linked [Source:Xenbase;Acc:XB-GENE-967201]
PECUL23A054476,ENSXETP00000107899,,
PECUL23A054479,ENSXETP00000062979,c5orf24,chromosome 5 open reading frame 24 [Source:HGNC Symbol;Acc:HGNC:26746]
PECUL23A054483,ENSXETP00000030252,usp1,ubiquitin specific peptidase 1 [Source:Xenbase;Acc:XB-GENE-959976]
PECUL23A054484,ENSXETP00000114554,,
PECUL23A054487,ENSXETP00000095223,cox17,cytochrome c oxidase copper chaperone COX17 [Source:Xenbase;Acc:XB-GENE-958793]
PECUL23A054492,ENSXETP00000063699;ENSXETP00000101161,upf1,UPF1 regulator of nonsense transcripts homolog [Source:Xenbase;Acc:XB-GENE-6258022]
PECUL23A054495,ENSXETP00000064083,hdac10,histone deacetylase 10 [Source:Xenbase;Acc:XB-GENE-5857298]
PECUL23A054496,ENSXETP00000049764,rcsd1,RCSD domain containing 1 [Source:Xenbase;Acc:XB-GENE-5956405]
PECUL23A054497,,,
PECUL23A054499,ENSXETP00000009659,csrp3,cysteine and glycine rich protein 3 [Source:Xenbase;Acc:XB-GENE-1010170]
PECUL23A054502,ENSXETP00000104410,,
PECUL23A054503,ENSXETP00000064535,kcnq3,potassium voltage-gated channel subfamily Q member 3 [Source:Xenbase;Acc:XB-GENE-493096]
PECUL23A054505,ENSXETP00000033480,rnf167,ring finger protein 167 [Source:Xenbase;Acc:XB-GENE-5944055]
PECUL23A054507,ENSXETP00000058585,akirin1,akirin 1 [Source:Xenbase;Acc:XB-GENE-5820002]
PECUL23A054510,ENSXETP00000114554,,
PECUL23A054511,ENSXETP00000105254,,
PECUL23A054512,ENSXETP00000104604,pzp,pregnancy-zone protein [Source:Xenbase;Acc:XB-GENE-921402]
PECUL23A054513,ENSXETP00000068931,zswim8,zinc finger SWIM-type containing 8 [Source:Xenbase;Acc:XB-GENE-1217722]
PECUL23A054515,ENSXETP00000002104,dcaf6,DDB1 and CUL4 associated factor 6 [Source:Xenbase;Acc:XB-GENE-5738809]
PECUL23A054516,ENSXETP00000107443,,
PECUL23A054517,ENSXETP00000083195,,
PECUL23A054519,ENSXETP00000104766,,
PECUL23A054521,ENSXETP00000113515,morn3,MORN repeat containing 3 [Source:Xenbase;Acc:XB-GENE-961553]
PECUL23A054523,ENSXETP00000028443,mesd,mesoderm development LRP chaperone [Source:Xenbase;Acc:XB-GENE-940834]
PECUL23A054526,ENSXETP00000117935,arpc2,actin related protein 2/3 complex subunit 2 [Source:Xenbase;Acc:XB-GENE-491571]
PECUL23A054529,ENSXETP00000045430,apex1,APEX nuclease (multifunctional DNA repair enzyme) 1 [Source:Xenbase;Acc:XB-GENE-977072]
PECUL23A054530,ENSXETP00000074154,,
PECUL23A054531,ENSXETP00000063124,,
PECUL23A054532,ENSXETP00000089881,parp10,poly(ADP-ribose) polymerase family member 10 [Source:Xenbase;Acc:XB-GENE-6047479]
PECUL23A054533,ENSXETP00000043981,lepr,leptin receptor [Source:Xenbase;Acc:XB-GENE-980270]
PECUL23A054535,ENSXETP00000075092,XB5954440 [provisional:mfsd8],provisional ortholog of major facilitator superfamily domain containing 8 [Source:Xenbase;Acc:XB-GENE-5954441]
PECUL23A054536,ENSXETP00000100190,isyna1,inositol-3-phosphate synthase 1 [Source:Xenbase;Acc:XB-GENE-969419]
PECUL23A054537,ENSXETP00000045785,ptrhd1,peptidyl-tRNA hydrolase domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:100125172]
PECUL23A054538,ENSXETP00000106428,,
PECUL23A054540,ENSXETP00000092606;ENSXETP00000031328,nav3,neuron navigator 3 [Source:Xenbase;Acc:XB-GENE-6044394]
PECUL23A054543,ENSXETP00000008551,mamdc4,MAM domain containing 4 [Source:Xenbase;Acc:XB-GENE-958730]
PECUL23A054547,ENSXETP00000035090,e4f1,E4F transcription factor 1 [Source:Xenbase;Acc:XB-GENE-981732]
PECUL23A054549,ENSXETP00000064278,gnb1,"guanine nucleotide binding protein (G protein), beta polypeptide 1 [Source:Xenbase;Acc:XB-GENE-6076380]"
PECUL23A054551,ENSXETP00000031035,pou6f1,POU class 6 homeobox 1 [Source:Xenbase;Acc:XB-GENE-854918]
PECUL23A054552,ENSXETP00000071357,cacna1i,"calcium channel, voltage-dependent, T type, alpha 1I subunit [Source:Xenbase;Acc:XB-GENE-983863]"
PECUL23A054554,ENSXETP00000099241,inpp4b,inositol polyphosphate-4-phosphatase type II B [Source:Xenbase;Acc:XB-GENE-949180]
PECUL23A054555,ENSXETP00000035560,tff3.1,"trefoil factor 3, 1 [Source:Xenbase;Acc:XB-GENE-5897917]"
PECUL23A054556,ENSXETP00000071349,,
PECUL23A054559,,,
PECUL23A054563,ENSXETP00000060196,pcdh19,protocadherin 19 [Source:Xenbase;Acc:XB-GENE-1113172]
PECUL23A054565,ENSXETP00000065492,,
PECUL23A054571,ENSXETP00000041138,slc20a1,solute carrier family 20 member 1 [Source:Xenbase;Acc:XB-GENE-482940]
PECUL23A054572,ENSXETP00000105949,nxt2,nuclear transport factor 2-like export factor 2 [Source:Xenbase;Acc:XB-GENE-5823504]
PECUL23A054573,ENSXETP00000109562,,
PECUL23A054577,ENSXETP00000069414,OBSL1,obscurin like cytoskeletal adaptor 1 [Source:HGNC Symbol;Acc:HGNC:29092]
PECUL23A054578,ENSXETP00000056321,ctif,CBP80/20-dependent translation initiation factor [Source:Xenbase;Acc:XB-GENE-5882041]
PECUL23A054579,ENSXETP00000119160,,
PECUL23A054580,ENSXETP00000104687,,
PECUL23A054585,ENSXETP00000102906,creb3,cAMP responsive element binding protein 3 [Source:Xenbase;Acc:XB-GENE-959045]
PECUL23A054587,ENSXETP00000094636,ezh2,enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:Xenbase;Acc:XB-GENE-956215]
PECUL23A054588,ENSXETP00000101405,eif4g1,"eukaryotic translation initiation factor 4 gamma, 1 [Source:Xenbase;Acc:XB-GENE-986249]"
PECUL23A054590,ENSXETP00000102522;ENSXETP00000093780,plaat3;prmt7,phospholipase A and acyltransferase 3 [Source:Xenbase;Acc:XB-GENE-5754306];protein arginine methyltransferase 7 [Source:Xenbase;Acc:XB-GENE-974626]
PECUL23A054591,ENSXETP00000071357,cacna1i,"calcium channel, voltage-dependent, T type, alpha 1I subunit [Source:Xenbase;Acc:XB-GENE-983863]"
PECUL23A054592,ENSXETP00000058854,kiss1,kisspeptin [Source:Xenbase;Acc:XB-GENE-6451172]
PECUL23A054599,ENSXETP00000058946,ctnna2,catenin alpha 2 [Source:Xenbase;Acc:XB-GENE-5955201]
PECUL23A054601,ENSXETP00000066694,slc6a8,solute carrier family 6 member 8 [Source:Xenbase;Acc:XB-GENE-986840]
PECUL23A054604,ENSXETP00000061811,dync2i1,dynein 2 intermediate chain 1 [Source:Xenbase;Acc:XB-GENE-6050595]
PECUL23A054614,ENSXETP00000109368,sfpq,splicing factor proline and glutamine rich [Source:Xenbase;Acc:XB-GENE-5968416]
PECUL23A054616,ENSXETP00000106088,tdrd15,tudor domain containing 15 [Source:Xenbase;Acc:XB-GENE-6462376]
PECUL23A054619,ENSXETP00000041705,thap7,THAP domain containing 7 [Source:Xenbase;Acc:XB-GENE-5916275]
PECUL23A054623,ENSXETP00000028711,herpud2,HERPUD family member 2 [Source:Xenbase;Acc:XB-GENE-5806725]
PECUL23A054625,ENSXETP00000106227,,
PECUL23A054626,ENSXETP00000076422,rora,RAR related orphan receptor A [Source:Xenbase;Acc:XB-GENE-478535]
PECUL23A054628,ENSXETP00000061571,opn8,opsin 8 [Source:Xenbase;Acc:XB-GENE-983567]
PECUL23A054634,ENSXETP00000054856,pcmt1,protein-L-isoaspartate (D-aspartate) O-methyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:595004]
PECUL23A054635,ENSXETP00000106680,cdhr2,cadherin related family member 2 [Source:Xenbase;Acc:XB-GENE-1004777]
PECUL23A054640,ENSXETP00000104687,,
PECUL23A054642,ENSXETP00000076583,stx2,syntaxin 2 [Source:Xenbase;Acc:XB-GENE-962073]
PECUL23A054644,ENSXETP00000081728,MTCL1,microtubule crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:29121]
PECUL23A054645,ENSXETP00000061265,mmachc,metabolism of cobalamin associated C [Source:Xenbase;Acc:XB-GENE-963487]
PECUL23A054646,ENSXETP00000118774,spag17,sperm associated antigen 17 [Source:Xenbase;Acc:XB-GENE-6257510]
PECUL23A054649,ENSXETP00000105337,,
PECUL23A054650,ENSXETP00000110247,,
PECUL23A054656,ENSXETP00000054158,nfyc,nuclear transcription factor Y subunit gamma [Source:Xenbase;Acc:XB-GENE-1218938]
PECUL23A054657,ENSXETP00000096171,tmem255a,transmembrane protein 255A [Source:Xenbase;Acc:XB-GENE-941241]
PECUL23A054658,ENSXETP00000117947,,
PECUL23A054659,,,
PECUL23A054662,ENSXETP00000098534,sned1,"sushi, nidogen and EGF-like domains 1 [Source:Xenbase;Acc:XB-GENE-940133]"
PECUL23A054664,ENSXETP00000106477,,
PECUL23A054666,ENSXETP00000103810,gbp4,guanylate binding protein 4 [Source:Xenbase;Acc:XB-GENE-5775900]
PECUL23A054667,ENSXETP00000109127,,
PECUL23A054668,ENSXETP00000062690,dnah3,dynein axonemal heavy chain 3 [Source:Xenbase;Acc:XB-GENE-854566]
PECUL23A054670,ENSXETP00000087754,endod1,endonuclease domain containing 1 [Source:Xenbase;Acc:XB-GENE-877303]
PECUL23A054672,ENSXETP00000005445,,
PECUL23A054673,ENSXETP00000031104,,
PECUL23A054678,ENSXETP00000117233,,
PECUL23A054679,ENSXETP00000038997,pank2,pantothenate kinase 2 [Source:Xenbase;Acc:XB-GENE-988248]
PECUL23A054681,ENSXETP00000044377,klhl14,kelch like family member 14 [Source:Xenbase;Acc:XB-GENE-951654]
PECUL23A054682,ENSXETP00000038922,ssh2,slingshot protein phosphatase 2 [Source:Xenbase;Acc:XB-GENE-993093]
PECUL23A054683,ENSXETP00000102737,neto2,neuropilin and tolloid like 2 [Source:Xenbase;Acc:XB-GENE-980372]
PECUL23A054685,ENSXETP00000110873,,
PECUL23A054687,ENSXETP00000005341,tnf,tumor necrosis factor [Source:Xenbase;Acc:XB-GENE-480131]
PECUL23A054688,ENSXETP00000118039,smpd5l,sphingomyelin phosphodiesterase 5-like [Source:Xenbase;Acc:XB-GENE-22062359]
PECUL23A054696,ENSXETP00000104139,gpsm1,G-protein signaling modulator 1 [Source:Xenbase;Acc:XB-GENE-1011970]
PECUL23A054698,ENSXETP00000102118,,
PECUL23A054699,ENSXETP00000026599,snai1,snail family zinc finger 1 [Source:NCBI gene (formerly Entrezgene);Acc:394880]
PECUL23A054701,ENSXETP00000060064,c19orf54,chromosome 19 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:24758]
PECUL23A054704,ENSXETP00000086894,,
PECUL23A054705,ENSXETP00000080887,npc1,NPC intracellular cholesterol transporter 1 [Source:Xenbase;Acc:XB-GENE-984654]
PECUL23A054710,ENSXETP00000119389,lrrc42,leucine rich repeat containing 42 [Source:Xenbase;Acc:XB-GENE-5737777]
PECUL23A054711,ENSXETP00000058867,kcnd2,"potassium channel, voltage gated Shal related subfamily D, member 2 [Source:Xenbase;Acc:XB-GENE-952449]"
PECUL23A054715,ENSXETP00000095424,tac3,tachykinin 3 [Source:NCBI gene (formerly Entrezgene);Acc:100485029]
PECUL23A054718,ENSXETP00000089159;ENSXETP00000076564,phf10,PHD finger protein 10 [Source:Xenbase;Acc:XB-GENE-940958]
PECUL23A054719,ENSXETP00000018309,,
PECUL23A054720,ENSXETP00000108667,fam118b,family with sequence similarity 118 member B [Source:Xenbase;Acc:XB-GENE-947228]
PECUL23A054721,ENSXETP00000106992,mkrn2,makorin ring finger protein 2 [Source:Xenbase;Acc:XB-GENE-5879487]
PECUL23A054722,ENSXETP00000081719,shisa9,shisa family member 9 [Source:Xenbase;Acc:XB-GENE-955578]
PECUL23A054725,ENSXETP00000107370,,
PECUL23A054728,ENSXETP00000059201,rnf10,ring finger protein 10 [Source:Xenbase;Acc:XB-GENE-854662]
PECUL23A054729,ENSXETP00000016146,st3gal2.2,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2, 2 [Source:Xenbase;Acc:XB-GENE-5928490]"
PECUL23A054740,ENSXETP00000049870,ppp1r13b,protein phosphatase 1 regulatory subunit 13B [Source:Xenbase;Acc:XB-GENE-993686]
PECUL23A054741,ENSXETP00000002492,hba3,hemoglobin alpha 3 subunit [Source:Xenbase;Acc:XB-GENE-973870]
PECUL23A054742,ENSXETP00000064036,,
PECUL23A054743,ENSXETP00000105773,nek10,NIMA-related kinase 10 [Source:Xenbase;Acc:XB-GENE-6042069]
PECUL23A054746,ENSXETP00000053491,areg,Amphiregulin [Source:Xenbase;Acc:XB-GENE-22061202]
PECUL23A054747,ENSXETP00000048436,mmp11,matrix metallopeptidase 11 [Source:Xenbase;Acc:XB-GENE-479265]
PECUL23A054749,ENSXETP00000061095,xkr8,X-linked Kx blood group related 8 [Source:Xenbase;Acc:XB-GENE-940182]
PECUL23A054750,ENSXETP00000071357,cacna1i,"calcium channel, voltage-dependent, T type, alpha 1I subunit [Source:Xenbase;Acc:XB-GENE-983863]"
PECUL23A054751,ENSXETP00000103474;ENSXETP00000103554,hmbox1,homeobox containing 1 [Source:Xenbase;Acc:XB-GENE-992373]
PECUL23A054754,ENSXETP00000014699,srpx2,sushi-repeat containing protein X-linked 2 [Source:Xenbase;Acc:XB-GENE-994517]
PECUL23A054755,ENSXETP00000028911,trmt13,tRNA methyltransferase 13 homolog (S. cerevisiae) [Source:Xenbase;Acc:XB-GENE-984691]
PECUL23A054759,ENSXETP00000048869,pin4,"peptidylprolyl cis/trans isomerase, NIMA-interacting 4 [Source:Xenbase;Acc:XB-GENE-1004487]"
PECUL23A054760,ENSXETP00000115735,clasrp,CLK4-associating serine/arginine rich protein [Source:Xenbase;Acc:XB-GENE-6458768]
PECUL23A054762,ENSXETP00000099306,ago2,"argonaute 2, RISC catalytic component [Source:Xenbase;Acc:XB-GENE-1001916]"
PECUL23A054767,ENSXETP00000100268,ldlrad3,low density lipoprotein receptor class A domain containing 3 [Source:Xenbase;Acc:XB-GENE-989860]
PECUL23A054770,ENSXETP00000035367,tank,TRAF family member associated NFKB activator [Source:Xenbase;Acc:XB-GENE-483297]
PECUL23A054771,ENSXETP00000090070,ttc9,tetratricopeptide repeat domain 9 [Source:Xenbase;Acc:XB-GENE-989115]
PECUL23A054773,ENSXETP00000105605,asic4,acid sensing ion channel subunit family member 4 [Source:Xenbase;Acc:XB-GENE-940165]
PECUL23A054774,ENSXETP00000025471,ap1m2,adaptor related protein complex 1 subunit mu 2 [Source:Xenbase;Acc:XB-GENE-946863]
PECUL23A054775,ENSXETP00000110873,,
PECUL23A054776,ENSXETP00000043248,psmd5,"proteasome 26S subunit, non-ATPase 5 [Source:Xenbase;Acc:XB-GENE-491782]"
PECUL23A054777,ENSXETP00000027374,glul-like.1,glutamate-ammonia ligase like 1 [Source:Xenbase;Acc:XB-GENE-990053]
PECUL23A054779,ENSXETP00000074912,,
PECUL23A054780,ENSXETP00000106477,,
PECUL23A054781,ENSXETP00000061697,cers3,ceramide synthase 3 [Source:Xenbase;Acc:XB-GENE-957267]
PECUL23A054782,ENSXETP00000106477,,
PECUL23A054788,ENSXETP00000117914,c14orf28,
PECUL23A054789,ENSXETP00000084245,XB5907626 [provisional:fabp1],provisional ortholog of fatty acid binding protein 1 [Source:Xenbase;Acc:XB-GENE-5907627]
PECUL23A054791,ENSXETP00000011441,stxbp3,syntaxin binding protein 3 [Source:Xenbase;Acc:XB-GENE-963836]
PECUL23A054792,ENSXETP00000103048,,
PECUL23A054794,ENSXETP00000035428,tarbp1,TAR (HIV-1) RNA binding protein 1 [Source:Xenbase;Acc:XB-GENE-987523]
PECUL23A054797,ENSXETP00000107309,arfgap3,ADP ribosylation factor GTPase activating protein 3 [Source:Xenbase;Acc:XB-GENE-493413]
PECUL23A054798,ENSXETP00000046985,naa10,"N(alpha)-acetyltransferase 10, NatA catalytic subunit [Source:Xenbase;Acc:XB-GENE-966356]"
PECUL23A054799,ENSXETP00000109382,rpain,RPA interacting protein [Source:Xenbase;Acc:XB-GENE-5817170]
PECUL23A054803,ENSXETP00000038840,galnt16,polypeptide N-acetylgalactosaminyltransferase 16 [Source:Xenbase;Acc:XB-GENE-986567]
PECUL23A054814,ENSXETP00000064050,ykt6,YKT6 v-SNARE homolog [Source:Xenbase;Acc:XB-GENE-949728]
PECUL23A054818,ENSXETP00000104829,tnnt1,"troponin T1, slow skeletal type [Source:Xenbase;Acc:XB-GENE-481588]"
PECUL23A054820,ENSXETP00000090781,dkc1,"dyskeratosis congenita 1, dyskerin [Source:Xenbase;Acc:XB-GENE-5766174]"
PECUL23A054822,ENSXETP00000107697,dnase1,deoxyribonuclease I [Source:Xenbase;Acc:XB-GENE-5840004]
PECUL23A054825,ENSXETP00000073080,grhl2,grainyhead like transcription factor 2 [Source:Xenbase;Acc:XB-GENE-485995]
PECUL23A054827,ENSXETP00000116778,gjb2,gap junction protein beta 2 [Source:Xenbase;Acc:XB-GENE-955798]
PECUL23A054829,ENSXETP00000046879,arhgap22,Rho GTPase activating protein 22 [Source:Xenbase;Acc:XB-GENE-5807514]
PECUL23A054830,ENSXETP00000043920,phf1,PHD finger protein 1 [Source:Xenbase;Acc:XB-GENE-491884]
PECUL23A054838,ENSXETP00000013698,card14,caspase recruitment domain family member 14 [Source:Xenbase;Acc:XB-GENE-989887]
PECUL23A054839,ENSXETP00000065644,baalc,"BAALC, MAP3K1 and KLF4 binding [Source:Xenbase;Acc:XB-GENE-948420]"
PECUL23A054842,ENSXETP00000112451,,
PECUL23A054845,ENSXETP00000013835,comt,catechol-O-methyltransferase [Source:Xenbase;Acc:XB-GENE-948947]
PECUL23A054855,ENSXETP00000114216,pigx,phosphatidylinositol glycan anchor biosynthesis class X [Source:Xenbase;Acc:XB-GENE-6455757]
PECUL23A054863,ENSXETP00000056947,map3k14,mitogen-activated protein kinase kinase kinase 14 [Source:Xenbase;Acc:XB-GENE-1003188]
PECUL23A054864,ENSXETP00000023148,dmd.3,dystrophin [Source:HGNC Symbol;Acc:HGNC:2928]
PECUL23A054865,ENSXETP00000064643,erc1,ELKS/RAB6-interacting/CAST family member 1 [Source:Xenbase;Acc:XB-GENE-956039]
PECUL23A054866,ENSXETP00000002104,dcaf6,DDB1 and CUL4 associated factor 6 [Source:Xenbase;Acc:XB-GENE-5738809]
PECUL23A054868,ENSXETP00000099540,chrna5,cholinergic receptor nicotinic alpha 5 subunit [Source:Xenbase;Acc:XB-GENE-5755296]
PECUL23A054870,ENSXETP00000095702,slc2a5,solute carrier family 2 member 5 [Source:Xenbase;Acc:XB-GENE-494009]
PECUL23A054871,ENSXETP00000063551,hsf4,heat shock transcription factor 4 [Source:Xenbase;Acc:XB-GENE-22068524]
PECUL23A054874,ENSXETP00000112073,bglap,polyamine-modulated factor 1 [Source:Xenbase;Acc:XB-GENE-963306]
PECUL23A054876,ENSXETP00000096306,api5,apoptosis inhibitor 5 [Source:Xenbase;Acc:XB-GENE-963038]
PECUL23A054877,ENSXETP00000099782,usf2,"upstream transcription factor 2, c-fos interacting [Source:Xenbase;Acc:XB-GENE-991243]"
PECUL23A054878,ENSXETP00000108955,,
PECUL23A054881,ENSXETP00000102828,cryzl1,crystallin zeta like 1 [Source:Xenbase;Acc:XB-GENE-1016499]
PECUL23A054882,ENSXETP00000082339,cldn3,claudin 3 [Source:Xenbase;Acc:XB-GENE-972426]
PECUL23A054883,ENSXETP00000002104,dcaf6,DDB1 and CUL4 associated factor 6 [Source:Xenbase;Acc:XB-GENE-5738809]
PECUL23A054885,ENSXETP00000061835,adgrd2,adhesion G protein-coupled receptor D2 [Source:Xenbase;Acc:XB-GENE-992084]
PECUL23A054886,ENSXETP00000034602,vac14,Vac14 homolog [Source:Xenbase;Acc:XB-GENE-975921]
PECUL23A054887,ENSXETP00000063876,minar2,membrane integral NOTCH2 associated receptor 2 [Source:Xenbase;Acc:XB-GENE-980432]
PECUL23A054888,ENSXETP00000082467,psmd1,"proteasome 26S subunit, non-ATPase 1 [Source:Xenbase;Acc:XB-GENE-989959]"
PECUL23A054889,ENSXETP00000099028,,
PECUL23A054890,ENSXETP00000033129,,
PECUL23A054894,ENSXETP00000022352;ENSXETP00000064641,fndc3a,fibronectin type III domain containing 3A [Source:Xenbase;Acc:XB-GENE-1003337]
PECUL23A054898,ENSXETP00000116693,pbx2,pre-B-cell leukemia homeobox 2 [Source:Xenbase;Acc:XB-GENE-484669]
